,date,SiteID,Treatment,Year,sampleID,julian,ro_event,rf_event
206,10/7/2018 20:01,EIA,strips,2018,3071,280,30,41
207,10/8/2018 4:52,EIA,strips,2018,3071,281,30,41
208,10/8/2018 7:39,EIA,strips,2018,3071,281,30,41
209,10/10/2018 5:11,EIA,strips,2018,3080,283,30,43
210,10/10/2018 6:21,EIA,strips,2018,3080,283,30,43
211,6/16/2017 22:36,MAR,control,2017,2024,167,4,8
212,6/30/2018 22:57,MAR,control,2018,3036,181,6,6
213,10/8/2018 22:01,MAR,control,2018,3073,281,28,22
214,10/9/2018 1:01,MAR,control,2018,3073,282,28,23
215,5/24/2019 3:46,MAR,control,2019,4021,144,9,12
216,5/24/2019 7:34,MAR,control,2019,4021,144,9,12
217,6/5/2019 6:51,MAR,control,2019,4027,156,11,16
218,6/15/2019 17:42,MAR,control,2019,4030,166,13,16
219,6/16/2019 7:14,MAR,control,2019,4030,167,13,16
220,6/16/2019 8:48,MAR,control,2019,4030,167,13,16
221,5/28/2020 6:20,MAR,control,2020,5010,149,11,6
222,6/16/2017 22:32,MAR,strips,2017,2023,167,4,8
223,5/24/2019 7:53,MAR,strips,2019,4022,144,9,12
224,5/24/2019 8:29,MAR,strips,2019,4022,144,9,12
225,5/28/2020 6:30,MAR,strips,2020,5011,149,11,6
226,5/28/2020 11:00,MAR,strips,2020,5011,149,11,6
227,6/10/2020 11:00,MAR,strips,2020,5015,162,12,10
228,4/3/2017 8:01,MCN,control,2017,2000,93,1,0
229,4/5/2017 0:49,MCN,control,2017,2001,95,1,1
230,4/5/2017 7:37,MCN,control,2017,2001,95,1,1
231,4/5/2017 12:57,MCN,control,2017,2001,95,1,1
232,4/15/2017 23:46,MCN,control,2017,2002,105,7,4
233,4/26/2017 6:02,MCN,control,2017,2003,116,8,6
234,4/28/2017 14:33,MCN,control,2017,2004,118,8,7
235,4/29/2017 11:57,MCN,control,2017,2004,119,8,8
236,4/30/2017 14:14,MCN,control,2017,2004,120,8,9
237,4/30/2017 16:53,MCN,control,2017,2004,120,8,9
238,4/30/2017 21:39,MCN,control,2017,2004,120,8,9
239,5/10/2017 13:19,MCN,control,2017,2008,130,13,11
240,5/12/2018 8:14,MCN,control,2018,3002,132,2,3
241,5/15/2018 5:16,MCN,control,2018,3004,135,3,4
242,5/21/2018 3:02,MCN,control,2018,3006,141,4,5
243,6/11/2018 23:16,MCN,control,2018,3013,162,8,10
244,6/26/2018 2:31,MCN,control,2018,3031,177,12,16
245,6/30/2018 22:06,MCN,control,2018,3033,181,15,18
246,7/1/2018 2:19,MCN,control,2018,3033,182,15,18
247,9/1/2018 4:31,MCN,control,2018,3049,244,23,23
248,9/7/2018 9:41,MCN,control,2018,3057,250,24,26
249,10/6/2018 0:52,MCN,control,2018,3069,279,26,28
250,10/8/2018 8:22,MCN,control,2018,3069,281,26,29
251,10/8/2018 20:08,MCN,control,2018,3078,281,26,29
252,10/9/2018 17:18,MCN,control,2018,3078,282,26,29
253,4/29/2019 4:06,MCN,control,2019,4000,119,2,3
254,5/21/2019 12:18,MCN,control,2019,4008,141,12,10
255,5/21/2019 17:08,MCN,control,2019,4008,141,12,10
256,5/24/2019 7:01,MCN,control,2019,4025,144,14,11
257,5/25/2019 19:22,MCN,control,2019,4025,145,15,12
258,5/26/2019 1:53,MCN,control,2019,4025,146,15,12
259,5/27/2019 7:02,MCN,control,2019,4025,147,15,13
260,5/27/2019 10:26,MCN,control,2019,4025,147,15,13
261,5/28/2019 8:11,MCN,control,2019,4025,148,15,14
262,5/28/2019 9:56,MCN,control,2019,4025,148,15,14
263,5/28/2019 15:37,MCN,control,2019,4025,148,15,14
264,5/28/2019 23:41,MCN,control,2019,4025,148,15,14
265,5/29/2019 0:13,MCN,control,2019,4025,149,15,14
266,6/25/2019 21:31,MCN,control,2019,4036,176,15,19
267,7/17/2019 13:26,MCN,control,2019,4044,198,23,21
268,8/20/2019 6:49,MCN,control,2019,4047,232,25,25
269,9/28/2019 18:31,MCN,control,2019,4054,271,29,30
270,9/29/2019 8:36,MCN,control,2019,4054,272,29,30
271,5/14/2020 19:10,MCN,control,2020,5001,135,4,2
272,5/9/2021 2:16,MCN,control,2021,6000,129,3,3
273,6/24/2021 21:41,MCN,control,2021,6004,175,10,15
274,7/10/2021 4:53,MCN,control,2021,6006,191,11,19
275,7/10/2021 18:21,MCN,control,2021,6006,191,11,19
276,7/15/2021 0:02,MCN,control,2021,6009,196,13,20
277,7/15/2021 2:45,MCN,control,2021,6009,196,13,20
278,10/13/2021 5:38,MCN,control,2021,6012,286,25,22
279,4/28/2017 13:49,MCN,strips,2017,2005,118,8,7
280,4/28/2017 15:54,MCN,strips,2017,2005,118,8,7
281,4/28/2017 17:36,MCN,strips,2017,2005,118,8,7
282,4/29/2017 11:58,MCN,strips,2017,2005,119,8,8
283,4/29/2017 12:47,MCN,strips,2017,2005,119,8,8
284,4/29/2017 13:13,MCN,strips,2017,2005,119,8,8
285,4/29/2017 13:34,MCN,strips,2017,2005,119,8,8
286,4/29/2017 13:59,MCN,strips,2017,2005,119,8,8
287,4/29/2017 14:31,MCN,strips,2017,2005,119,8,8
288,4/29/2017 15:12,MCN,strips,2017,2005,119,8,8
289,4/29/2017 16:30,MCN,strips,2017,2005,119,8,8
290,4/29/2017 20:07,MCN,strips,2017,2005,119,8,8
291,4/30/2017 1:12,MCN,strips,2017,2005,120,8,9
292,4/30/2017 4:16,MCN,strips,2017,2005,120,8,9
293,4/30/2017 4:22,MCN,strips,2017,2005,120,8,9
294,4/30/2017 11:46,MCN,strips,2017,2005,120,8,9
295,4/30/2017 15:07,MCN,strips,2017,2005,120,8,9
296,4/30/2017 16:09,MCN,strips,2017,2005,120,8,9
297,4/30/2017 17:16,MCN,strips,2017,2005,120,8,9
298,4/30/2017 17:29,MCN,strips,2017,2005,120,8,9
299,4/30/2017 17:39,MCN,strips,2017,2005,120,8,9
300,4/30/2017 17:50,MCN,strips,2017,2005,120,8,9
301,4/30/2017 18:03,MCN,strips,2017,2005,120,8,9
302,4/30/2017 18:18,MCN,strips,2017,2005,120,8,9
303,4/30/2017 18:41,MCN,strips,2017,2005,120,8,9
304,4/30/2017 19:38,MCN,strips,2017,2005,120,8,9
305,4/30/2017 22:20,MCN,strips,2017,2005,120,8,9
306,5/1/2017 1:22,MCN,strips,2017,2005,121,8,9
307,5/10/2017 13:19,MCN,strips,2017,2009,130,13,11
308,5/10/2017 13:26,MCN,strips,2017,2009,130,13,11
309,5/10/2017 13:30,MCN,strips,2017,2009,130,13,11
310,5/10/2017 13:34,MCN,strips,2017,2009,130,13,11
311,5/10/2017 13:36,MCN,strips,2017,2009,130,13,11
312,5/10/2017 13:40,MCN,strips,2017,2009,130,13,11
313,5/10/2017 13:43,MCN,strips,2017,2009,130,13,11
314,5/10/2017 13:46,MCN,strips,2017,2009,130,13,11
315,5/10/2017 13:50,MCN,strips,2017,2009,130,13,11
316,5/10/2017 13:54,MCN,strips,2017,2009,130,13,11
317,5/10/2017 13:58,MCN,strips,2017,2009,130,13,11
318,5/10/2017 14:03,MCN,strips,2017,2009,130,13,11
319,5/10/2017 14:09,MCN,strips,2017,2009,130,13,11
320,5/10/2017 14:17,MCN,strips,2017,2009,130,13,11
321,5/10/2017 14:26,MCN,strips,2017,2009,130,13,11
322,5/10/2017 14:46,MCN,strips,2017,2009,130,13,11
323,5/10/2017 15:15,MCN,strips,2017,2009,130,13,11
324,5/10/2017 15:48,MCN,strips,2017,2009,130,13,11
325,5/10/2017 16:18,MCN,strips,2017,2009,130,13,11
326,5/10/2017 18:15,MCN,strips,2017,2009,130,13,11
327,5/19/2017 2:38,MCN,strips,2017,2017,139,14,14
328,5/2/2018 21:59,MCN,strips,2018,3001,122,0,0
329,5/3/2018 23:20,MCN,strips,2018,3001,123,0,1
330,5/12/2018 8:06,MCN,strips,2018,3003,132,2,3
331,5/12/2018 11:09,MCN,strips,2018,3003,132,2,3
332,5/15/2018 5:14,MCN,strips,2018,3005,135,3,4
333,5/15/2018 5:47,MCN,strips,2018,3005,135,3,4
334,5/21/2018 2:56,MCN,strips,2018,3007,141,4,5
335,5/21/2018 4:32,MCN,strips,2018,3007,141,4,5
336,6/2/2018 6:47,MCN,strips,2018,3009,153,6,7
337,6/2/2018 8:19,MCN,strips,2018,3009,153,6,7
338,6/11/2018 23:11,MCN,strips,2018,3014,162,8,10
339,6/12/2018 1:52,MCN,strips,2018,3014,163,8,10
340,6/26/2018 2:31,MCN,strips,2018,3032,177,12,16
341,6/26/2018 4:13,MCN,strips,2018,3032,177,12,16
342,6/30/2018 22:06,MCN,strips,2018,3034,181,15,18
343,7/1/2018 3:22,MCN,strips,2018,3034,182,15,18
344,9/1/2018 4:22,MCN,strips,2018,3050,244,23,23
345,9/3/2018 9:24,MCN,strips,2018,3050,246,23,25
346,9/5/2018 13:36,MCN,strips,2018,3050,248,23,26
347,9/5/2018 15:18,MCN,strips,2018,3058,248,23,26
348,9/7/2018 9:28,MCN,strips,2018,3058,250,24,26
349,9/7/2018 10:25,MCN,strips,2018,3058,250,24,26
350,10/5/2018 22:22,MCN,strips,2018,3070,278,26,28
351,10/6/2018 0:46,MCN,strips,2018,3070,279,26,28
352,10/7/2018 1:06,MCN,strips,2018,3070,280,26,29
353,10/7/2018 20:43,MCN,strips,2018,3070,280,26,29
354,10/8/2018 2:16,MCN,strips,2018,3070,281,26,29
355,10/8/2018 11:18,MCN,strips,2018,3070,281,26,29
356,10/8/2018 20:08,MCN,strips,2018,3079,281,26,29
357,10/9/2018 10:23,MCN,strips,2018,3079,282,26,29
358,10/9/2018 17:16,MCN,strips,2018,3079,282,26,29
359,4/29/2019 3:47,MCN,strips,2019,4001,119,2,3
360,4/29/2019 5:16,MCN,strips,2019,4001,119,2,3
361,4/29/2019 7:12,MCN,strips,2019,4001,119,2,3
362,4/30/2019 6:59,MCN,strips,2019,4002,120,3,4
363,5/8/2019 13:08,MCN,strips,2019,4003,128,7,6
364,5/18/2019 17:46,MCN,strips,2019,4006,138,11,8
365,5/18/2019 19:42,MCN,strips,2019,4006,138,11,8
366,5/19/2019 6:23,MCN,strips,2019,4006,139,11,8
367,5/21/2019 12:11,MCN,strips,2019,4009,141,12,10
368,5/21/2019 13:59,MCN,strips,2019,4009,141,12,10
369,5/21/2019 17:20,MCN,strips,2019,4009,141,12,10
370,5/21/2019 18:57,MCN,strips,2019,4009,141,12,10
371,5/24/2019 7:01,MCN,strips,2019,4026,144,14,11
372,5/24/2019 8:50,MCN,strips,2019,4026,144,14,11
373,5/25/2019 19:23,MCN,strips,2019,4026,145,15,12
374,5/25/2019 20:36,MCN,strips,2019,4026,145,15,12
375,5/26/2019 1:54,MCN,strips,2019,4026,146,15,12
376,5/26/2019 2:42,MCN,strips,2019,4026,146,15,12
377,5/26/2019 3:43,MCN,strips,2019,4026,146,15,12
378,5/26/2019 7:36,MCN,strips,2019,4026,146,15,12
379,5/27/2019 7:04,MCN,strips,2019,4026,147,15,13
380,5/27/2019 10:22,MCN,strips,2019,4026,147,15,13
381,5/27/2019 11:48,MCN,strips,2019,4026,147,15,13
382,5/27/2019 12:30,MCN,strips,2019,4026,147,15,13
383,5/28/2019 8:12,MCN,strips,2019,4026,148,15,14
384,5/28/2019 8:42,MCN,strips,2019,4026,148,15,14
385,5/28/2019 10:01,MCN,strips,2019,4026,148,15,14
386,6/23/2019 0:57,MCN,strips,2019,4035,174,21,18
387,6/23/2019 3:06,MCN,strips,2019,4035,174,21,18
388,6/25/2019 17:31,MCN,strips,2019,4037,176,22,19
389,6/25/2019 21:31,MCN,strips,2019,4037,176,22,19
390,6/25/2019 22:02,MCN,strips,2019,4037,176,22,19
391,6/25/2019 23:12,MCN,strips,2019,4037,176,22,19
392,7/17/2019 13:24,MCN,strips,2019,4045,198,23,21
393,8/20/2019 6:38,MCN,strips,2019,4048,232,25,25
394,8/20/2019 7:52,MCN,strips,2019,4048,232,25,25
395,9/22/2019 11:27,MCN,strips,2019,4052,265,27,29
396,9/28/2019 18:24,MCN,strips,2019,4055,271,29,30
397,9/28/2019 21:03,MCN,strips,2019,4055,271,29,30
398,9/29/2019 8:36,MCN,strips,2019,4055,272,29,30
399,9/29/2019 10:38,MCN,strips,2019,4055,272,29,30
400,9/29/2019 15:03,MCN,strips,2019,4055,272,29,30
401,10/1/2019 21:02,MCN,strips,2019,4058,274,30,31
402,10/2/2019 1:33,MCN,strips,2019,4058,275,30,31
403,10/2/2019 11:32,MCN,strips,2019,4058,275,30,31
404,10/2/2019 19:45,MCN,strips,2019,4058,275,30,31
405,10/10/2019 0:31,MCN,strips,2019,4070,283,32,33
406,10/10/2019 3:27,MCN,strips,2019,4070,283,32,33
407,10/10/2019 6:47,MCN,strips,2019,4070,283,32,33
408,10/10/2019 9:18,MCN,strips,2019,4070,283,32,33
409,10/21/2019 3:17,MCN,strips,2019,4071,294,33,34
410,3/28/2020 9:40,MCN,strips,2020,5000,88,1,0
411,5/14/2020 18:50,MCN,strips,2020,5002,135,4,2
412,5/17/2020 4:15,MCN,strips,2020,5003,138,5,3
413,5/25/2020 19:50,MCN,strips,2020,5009,146,7,6
414,5/26/2020 16:45,MCN,strips,2020,5009,147,7,7
415,5/28/2020 8:15,MCN,strips,2020,5012,149,9,8
416,6/10/2020 10:00,MCN,strips,2020,5019,162,13,11
417,5/9/2021 3:18,MCN,strips,2021,6001,129,3,3
418,6/24/2021 21:19,MCN,strips,2021,6005,175,10,15
419,6/24/2021 23:16,MCN,strips,2021,6005,175,10,15
420,7/10/2021 4:53,MCN,strips,2021,6007,191,11,19
421,7/10/2021 7:00,MCN,strips,2021,6007,191,11,19
422,7/10/2021 18:27,MCN,strips,2021,6007,191,11,19
423,7/10/2021 20:51,MCN,strips,2021,6007,191,11,19
424,7/15/2021 0:03,MCN,strips,2021,6010,196,13,20
425,7/15/2021 2:36,MCN,strips,2021,6010,196,13,20
426,7/15/2021 4:22,MCN,strips,2021,6010,196,13,20
427,6/11/2016 4:48,RHO,control,2016,1014,163,16,12
428,8/11/2016 21:27,RHO,control,2016,1021,224,25,26
429,9/15/2016 21:31,RHO,control,2016,1028,259,34,32
430,9/15/2016 23:12,RHO,control,2016,1028,259,34,32
431,9/16/2016 3:56,RHO,control,2016,1028,260,34,32
432,9/24/2016 23:56,RHO,control,2016,1033,268,36,34
433,11/2/2016 3:11,RHO,control,2016,1039,307,39,38
434,5/10/2017 13:01,RHO,control,2017,2010,130,5,6
435,5/10/2017 13:14,RHO,control,2017,2010,130,5,6
436,5/17/2017 0:36,RHO,control,2017,2013,137,6,7
437,5/17/2017 16:57,RHO,control,2017,2013,137,6,8
438,5/19/2017 0:14,RHO,control,2017,2013,139,6,9
439,5/19/2017 0:39,RHO,control,2017,2013,139,6,9
440,5/19/2017 1:11,RHO,control,2017,2013,139,6,9
441,5/19/2017 2:16,RHO,control,2017,2013,139,6,9
